"name"
"Bad Water Brewing"
"Barley Brothers Brewery and Grill"
"Barnstar Brewing Company"
"Barrio Brewing Co."
"Beast Brewing Company"
"Beaver Street Brewery"
"Beer Research Institute"
"Black Bridge Brewery"
"Black Hole Beer Company"
"Black Mountain Brewing Co."
"Bold Barley Brewing"
"Borderlands Brewing Company"
"Brewers Restaurant & Sports Bar"
"Cartel Coffee Lab"
"Casa Arriba Brewing Company"
"College Street Brewhouse & Pub"
"Cosmic Beer & Distributing"
"Desert Eagle Brewing Company"
"Dragoon Brewing Company"
"Dubina Brewing Company"
"Fate Brewing Company (AZ)"
"Flagstaff Brewing Company"
"Four Peaks Brewing Company"
"Freak’N Brewing Company"
"Gentle Bens Brewing Company"
"Grand Canyon Brewing Company"
"Granite Mountain Brewing"
"Historic Brewing Company"
"Huss Brewing Company"
"Iron John’s Brewing Company, LLC"
"Lonesome Valley Brewing"
"Lumberyard Brewing Company"
"Mad Hatter Brew Pub"
"Mother Bunch Brewing"
"Mother Road Brewing Company"
"Mudshark Brewing Company"
"Nimbus Brewing Company"
"North Mountain Brewing Company"
"O.H.S.O. Eatery & NanoBrewery"
"Oak Creek Brewing Co."
"Old Bisbee Brewing Company"
"Old World Brewery"
"Owl’s Orchard Brewery"
"Papago Brewing"
"Peoria Artisan Brewery"
"Perch Pub & Brewery"
"Phoenix Ale Brewery"
"Pinetop Brewing Company"
"Pinnacle Peak Patio Steakhouse"
"Prescott Brewing Company"
"Prison Hill Brewing Company"
"Pueblo Vida Brewing Company"
"Rock Bottom Arrowhead"
"Rock Bottom Scottsdale"
"SanTan Brewing Company"
"Scottsdale Beer Company"
"Sentinel Peak Brewing Company"
"Sleepy Dog Saloon & Brewery"
"Sonoran Brewing Company"
"Sun Up Brewing Company (Sonora Brewhouse)"
"Ten Fifty-Five Brewing"
"THAT Brewery & Pub at Rimside"
"The Address Brewing Co"
"Thunder Canyon Brewery"
"Uncle Bear’s Brewery"
"Verde Brewing Company"
"Wanderlust Brewing Company"
"beer"
"abv","nratings","url.text","url.href"
"10","2","Fate (AZ) King Size Imperial Candy Bar Milk Stout","http://www.ratebeer.com/beer/fate-az-king-size-imperial-candy-bar-milk-stout/296533/"
"8.8","3","Fate (AZ) Mango Double IPA","http://www.ratebeer.com/beer/fate-az-mango-double-ipa/223295/"
"5.8","4","Fate (AZ) Mexican Hot Chocolate Milk Stout","http://www.ratebeer.com/beer/fate-az-mexican-hot-chocolate-milk-stout/212019/"
"8","0","Fate (AZ) Mexican Hot Chocolate Stout - Barrel Aged","http://www.ratebeer.com/beer/fate-az-mexican-hot-chocolate-stout--barrel-aged/264129/"
"5.8","11","Fate (AZ) Milk Stout","http://www.ratebeer.com/beer/fate-az-milk-stout/209900/"
"6","2","Fate (AZ) Milk Stout - Orange Chocolate Chipotle","http://www.ratebeer.com/beer/fate-az-milk-stout--orange-chocolate-chipotle/289439/"
"5.8","4","Fate (AZ) Mint Chocolate Milk Stout","http://www.ratebeer.com/beer/fate-az-mint-chocolate-milk-stout/210928/"
"5.6","7","Fate (AZ) Oatmeal Stout","http://www.ratebeer.com/beer/fate-az-oatmeal-stout/198069/"
"5","7","Fate (AZ) Pale Oat Pale","http://www.ratebeer.com/beer/fate-az-pale-oat-pale/259648/"
"5","2","Fate (AZ) Pale Oat Pale - Señor Mango","http://www.ratebeer.com/beer/fate-az-pale-oat-pale--senor-mango/264133/"
"8.3","3","Fate (AZ) Puffs Porter","http://www.ratebeer.com/beer/fate-az-puffs-porter/277331/"
"5.4","2","Fate (AZ) Red Hop Toddy","http://www.ratebeer.com/beer/fate-az-red-hop-toddy/306217/"
"7.4","1","Fate (AZ) Red Rye P.A.","http://www.ratebeer.com/beer/fate-az-red-rye-pa/310748/"
"5.2","6","Fate (AZ) Riesling Berliner Weisse","http://www.ratebeer.com/beer/fate-az-riesling-berliner-weisse/251792/"
"6.2","7","Fate (AZ) Rye ESB","http://www.ratebeer.com/beer/fate-az-rye-esb/194316/"
"9","5","Fate (AZ) Schiller Stout","http://www.ratebeer.com/beer/fate-az-schiller-stout/244550/"
"9.5","5","Fate (AZ) Schiller Stout - Barrel Aged","http://www.ratebeer.com/beer/fate-az-schiller-stout--barrel-aged/259649/"
"5.5","6","Fate (AZ) Señor Mango Single Pale Ale","http://www.ratebeer.com/beer/fate-az-senor-mango-single-pale-ale/239146/"
"4","4","Fate (AZ) Session IPA","http://www.ratebeer.com/beer/fate-az-session-ipa/275685/"
"4","2","Fate (AZ) Session IPA - Fruity Pebbles","http://www.ratebeer.com/beer/fate-az-session-ipa--fruity-pebbles/277332/"
"3.9","7","Fate (AZ) Session Pale Ale","http://www.ratebeer.com/beer/fate-az-session-pale-ale/211188/"
"6","3","Fate (AZ) Simcoe Pale Ale","http://www.ratebeer.com/beer/fate-az-simcoe-pale-ale/208505/"
"4.6","4","Fate (AZ) Single Hop Sour - Amarillo","http://www.ratebeer.com/beer/fate-az-single-hop-sour--amarillo/268608/"
"4.8","3","Fate (AZ) Single Hop Sour - Cucumber","http://www.ratebeer.com/beer/fate-az-single-hop-sour--cucumber/275682/"
"4.6","28","Fate (AZ) Single Hop Sour - El Dorado","http://www.ratebeer.com/beer/fate-az-single-hop-sour--el-dorado/250922/"
"5","5","Fate (AZ) Single Hop Sour - Galaxy","http://www.ratebeer.com/beer/fate-az-single-hop-sour--galaxy/282601/"
"7","13","Fate (AZ) Smoked Porter","http://www.ratebeer.com/beer/fate-az-smoked-porter/190856/"
"7.8","4","Fate (AZ) Smoked Porter - Barrel Aged","http://www.ratebeer.com/beer/fate-az-smoked-porter--barrel-aged/275684/"
"7","6","Fate (AZ) Smoked Porter - Vanilla Bean","http://www.ratebeer.com/beer/fate-az-smoked-porter--vanilla-bean/234542/"
"7","5","Fate (AZ) Smoked Porter - Vanilla Chocolate","http://www.ratebeer.com/beer/fate-az-smoked-porter--vanilla-chocolate/239147/"
"7.3","13","Fate (AZ) Standard IPA","http://www.ratebeer.com/beer/fate-az-standard-ipa/218367/"
"3.5","10","Fate (AZ) Strawberry Rhubarb Berliner Weisse","http://www.ratebeer.com/beer/fate-az-strawberry-rhubarb-berliner-weisse/247136/"
"4.2","4","Fate (AZ) Summer Tart","http://www.ratebeer.com/beer/fate-az-summer-tart/213604/"
"4.5","12","Fate (AZ) Super Session Pale Ale","http://www.ratebeer.com/beer/fate-az-super-session-pale-ale/233699/"
"5","17","Fate (AZ) Table Saison","http://www.ratebeer.com/beer/fate-az-table-saison/215033/"
"6","11","Fate (AZ) Tart Cherry Brown Ale","http://www.ratebeer.com/beer/fate-az-tart-cherry-brown-ale/234756/"
"5.8","5","Fate (AZ) Vanilla Toasted Coconut Milk Stout","http://www.ratebeer.com/beer/fate-az-vanilla-toasted-coconut-milk-stout/211029/"
"5.75","12","Flagstaff Agassiz Amber","http://www.ratebeer.com/beer/flagstaff-agassiz-amber/29371/"
"5.75","21","Flagstaff Bitterroot Extra Special Bitter","http://www.ratebeer.com/beer/flagstaff-bitterroot-extra-special-bitter/23591/"
"6","17","Flagstaff Blackbird Porter","http://www.ratebeer.com/beer/flagstaff-blackbird-porter/23593/"
"7","10","Flagstaff Bubbaganouj IPA","http://www.ratebeer.com/beer/flagstaff-bubbaganouj-ipa/23592/"
"","1","Flagstaff Santiago","http://www.ratebeer.com/beer/flagstaff-santiago/281265/"
"8.5","1","Flagstaff Drönken Mönnik","http://www.ratebeer.com/beer/flagstaff-dronken-monnik/68408/"
"5","2","Flagstaff Dunkelweizen","http://www.ratebeer.com/beer/flagstaff-dunkelweizen/94980/"
"6.75","16","Flagstaff Sasquatch Stout","http://www.ratebeer.com/beer/flagstaff-sasquatch-stout/23594/"
"5.5","1","Flagstaff Special K’s Sitka Spruce Tip Ale","http://www.ratebeer.com/beer/flagstaff-special-ks-sitka-spruce-tip-ale/122057/"
"6.5","1","Flagstaff Summer Wheat","http://www.ratebeer.com/beer/flagstaff-summer-wheat/37070/"
"9","1","Flagstaff The Fainting Goat","http://www.ratebeer.com/beer/flagstaff-the-fainting-goat/163921/"
"5.25","11","Flagstaff The Great Golden Ale","http://www.ratebeer.com/beer/flagstaff-the-great-golden-ale/29373/"
"6","1","Flagstaff The Grinch Holiday Ale","http://www.ratebeer.com/beer/flagstaff-the-grinch-holiday-ale/68406/"
"6","13","Flagstaff Three Pin Pale Ale","http://www.ratebeer.com/beer/flagstaff-three-pin-pale-ale/29372/"
"5.5","9","Flagstaff Weisspread Wheat","http://www.ratebeer.com/beer/flagstaff-weisspread-wheat/38412/"
"","10","Cooperstown Poison Pale Ale","http://www.ratebeer.com/beer/cooperstown-poison-pale-ale/22352/"
"4.5","213","Four Peaks 8th Street Ale","http://www.ratebeer.com/beer/four-peaks-8th-street-ale/1421/"
"5.2","3","Four Peaks Alt Ball and Chain","http://www.ratebeer.com/beer/four-peaks-alt-ball-and-chain/59924/"
"4","0","Four Peaks Arizona Peach","http://www.ratebeer.com/beer/four-peaks-arizona-peach/1423/"
"8","1","Four Peaks Barrel Aged Sour Brown Ale","http://www.ratebeer.com/beer/four-peaks-barrel-aged-sour-brown-ale/291870/"
"7.2","8","Four Peaks Belgian Black Ale","http://www.ratebeer.com/beer/four-peaks-belgian-black-ale/99859/"
"7.2","17","Four Peaks Belgian Black Ale - Barrel Aged","http://www.ratebeer.com/beer/four-peaks-belgian-black-ale--barrel-aged/140295/"
"5","2","Four Peaks Black Betty","http://www.ratebeer.com/beer/four-peaks-black-betty/49958/"
"6.2","1","Four Peaks Black Canyon Porter","http://www.ratebeer.com/beer/four-peaks-black-canyon-porter/297665/"
"6.2","2","Four Peaks Black Canyon Porter","http://www.ratebeer.com/beer/four-peaks-black-canyon-porter/285505/"
"9","4","Four Peaks Blind Date","http://www.ratebeer.com/beer/four-peaks-blind-date/1428/"
"","1","Four Peaks Bourbon Barrel Double Red","http://www.ratebeer.com/beer/four-peaks-bourbon-barrel-double-red/291869/"
"7.5","2","Four Peaks Blind Date - Barrel Aged","http://www.ratebeer.com/beer/four-peaks-blind-date--barrel-aged/44675/"
"","1","Four Peaks Cherry Blossom Stout","http://www.ratebeer.com/beer/four-peaks-cherry-blossom-stout/155864/"
"4.2","4","Four Peaks Blonde","http://www.ratebeer.com/beer/four-peaks-blonde/1425/"
"","3","Four Peaks Chipotle Stout","http://www.ratebeer.com/beer/four-peaks-chipotle-stout/100442/"
"6","7","Four Peaks Bonehead Red","http://www.ratebeer.com/beer/four-peaks-bonehead-red/87824/"
"8","2","Four Peaks Bonehead Red - Bourbon Barrel","http://www.ratebeer.com/beer/four-peaks-bonehead-red--bourbon-barrel/261836/"
"4.9","1","Four Peaks Caulfields Rye","http://www.ratebeer.com/beer/four-peaks-caulfields-rye/1429/"
"","0","Four Peaks Dry Hopped Hop Knot","http://www.ratebeer.com/beer/four-peaks-dry-hopped-hop-knot/220314/"
"3.1","7","Four Peaks Co-op Mild AK Ale","http://www.ratebeer.com/beer/four-peaks-co-op-mild-ak-ale/47836/"
"6.5","1","Four Peaks Coffee Stout","http://www.ratebeer.com/beer/four-peaks-coffee-stout/141726/"
"7.5","2","Four Peaks Collaboration Weizenbock","http://www.ratebeer.com/beer/four-peaks-collaboration-weizenbock/252170/"
"6.2","8","Four Peaks D-Dub Porter","http://www.ratebeer.com/beer/four-peaks-d-dub-porter/164999/"
"9.2","14","Four Peaks Diablo Rojo","http://www.ratebeer.com/beer/four-peaks-diablo-rojo/140434/"
"9.2","26","Four Peaks Double Knot","http://www.ratebeer.com/beer/four-peaks-double-knot/117751/"
"4.2","4","Four Peaks Endless Summer Ale","http://www.ratebeer.com/beer/four-peaks-endless-summer-ale/91828/"
"4","13","Four Peaks Fools Gold","http://www.ratebeer.com/beer/four-peaks-fools-gold/18880/"
"","10","Four Peaks Kilt Lifter Scottish Style Ale - Bourbon Barrel","http://www.ratebeer.com/beer/four-peaks-kilt-lifter-scottish-style-ale--bourbon-barrel/107145/"
"4","5","Four Peaks Gosebier","http://www.ratebeer.com/beer/four-peaks-gosebier/84789/"
"","1","Four Peaks Kilt Lifter Scottish Style Ale - Spiced","http://www.ratebeer.com/beer/four-peaks-kilt-lifter-scottish-style-ale--spiced/196024/"
"5.1","79","Four Peaks Hefeweizen","http://www.ratebeer.com/beer/four-peaks-hefeweizen/266346/"
"5.1","1","Four Peaks Hefeweizen - Spiced","http://www.ratebeer.com/beer/four-peaks-hefeweizen--spiced/139139/"
"","5","Four Peaks Macadamia Nut Brown Ale","http://www.ratebeer.com/beer/four-peaks-macadamia-nut-brown-ale/120853/"
"4.6","10","Four Peaks Hoof Hearted Wit","http://www.ratebeer.com/beer/four-peaks-hoof-hearted-wit/50324/"
"6.7","271","Four Peaks Hop Knot IPA","http://www.ratebeer.com/beer/four-peaks-hop-knot-ipa/27080/"
"","10","Four Peaks Motley Bru RyePA","http://www.ratebeer.com/beer/four-peaks-motley-bru-ryepa/124561/"
"11.5","6","Four Peaks Hopsquatch - Barrel Aged","http://www.ratebeer.com/beer/four-peaks-hopsquatch--barrel-aged/166546/"
"11.5","79","Four Peaks Hopsquatch Barleywine","http://www.ratebeer.com/beer/four-peaks-hopsquatch-barleywine/39705/"
"","4","Four Peaks Oktoberfest - Vienna Lager","http://www.ratebeer.com/beer/four-peaks-oktoberfest--vienna-lager/229390/"
"7.5","3","Four Peaks Idle Hands","http://www.ratebeer.com/beer/four-peaks-idle-hands/47388/"
"","5","Four Peaks Old Porter","http://www.ratebeer.com/beer/four-peaks-old-porter/35594/"
"4.5","6","Four Peaks Impale Ale","http://www.ratebeer.com/beer/four-peaks-impale-ale/1422/"
"","9","Four Peaks Onan’s ESB","http://www.ratebeer.com/beer/four-peaks-onans-esb/128503/"
"","1","Four Peaks Orange Blossom Ale","http://www.ratebeer.com/beer/four-peaks-orange-blossom-ale/103107/"
"8.6","3","Four Peaks Imperial Pumpkin Porter","http://www.ratebeer.com/beer/four-peaks-imperial-pumpkin-porter/296588/"
"6","405","Four Peaks Kilt Lifter Scottish Style Ale","http://www.ratebeer.com/beer/four-peaks-kilt-lifter-scottish-style-ale/1419/"
"","6","Four Peaks Pitch Fork Pale Ale","http://www.ratebeer.com/beer/four-peaks-pitch-fork-pale-ale/146813/"
"5.5","1","Four Peaks Lefty’s Lager","http://www.ratebeer.com/beer/four-peaks-leftys-lager/295400/"
"4.9","11","Four Peaks Leroy Brown","http://www.ratebeer.com/beer/four-peaks-leroy-brown/1427/"
"5","3","Four Peaks Lost Dutchman Lager","http://www.ratebeer.com/beer/four-peaks-lost-dutchman-lager/101450/"
"5","6","Four Peaks McCarthys Red","http://www.ratebeer.com/beer/four-peaks-mccarthys-red/1430/"
"8.2","6","Four Peaks ML209","http://www.ratebeer.com/beer/four-peaks-ml209/145709/"
"5","87","Four Peaks Oatmeal Stout","http://www.ratebeer.com/beer/four-peaks-oatmeal-stout/1420/"
"8.1","18","Four Peaks Odelay Mexican Chocolate Porter","http://www.ratebeer.com/beer/four-peaks-odelay-mexican-chocolate-porter/243629/"
"4.2","87","Four Peaks Peach Ale","http://www.ratebeer.com/beer/four-peaks-peach-ale/266344/"
"8","3","Four Peaks Poor Richards Ale","http://www.ratebeer.com/beer/four-peaks-poor-richards-ale/55225/"
"5","4","Four Peaks Porter","http://www.ratebeer.com/beer/four-peaks-porter/1426/"
"6.5","10","Four Peaks Portero Chingón","http://www.ratebeer.com/beer/four-peaks-portero-chingon/105966/"
"6.5","3","Four Peaks Portero Chingón - Wood Aged","http://www.ratebeer.com/beer/four-peaks-portero-chingon--wood-aged/127762/"
"5","66","Four Peaks Pumpkin Porter","http://www.ratebeer.com/beer/four-peaks-pumpkin-porter/27964/"
"6.9","111","Four Peaks Raj IPA","http://www.ratebeer.com/beer/four-peaks-raj-ipa/1424/"
"6.9","4","Four Peaks Raj IPA - Bourbon Barrel","http://www.ratebeer.com/beer/four-peaks-raj-ipa--bourbon-barrel/180984/"
"7","2","Four Peaks Raj IPA - Tequila Barrel","http://www.ratebeer.com/beer/four-peaks-raj-ipa--tequila-barrel/251703/"
"5.2","11","Four Peaks Short Hop Session IPA","http://www.ratebeer.com/beer/four-peaks-short-hop-session-ipa/215479/"
"","11","Four Peaks Winter Wobbler 2011: Ryewine (Barrel Aged)","http://www.ratebeer.com/beer/four-peaks-winter-wobbler-2011-ryewine-barrel-aged/182902/"
"5.5","1","Four Peaks Single Tank Series: American Red Ale","http://www.ratebeer.com/beer/four-peaks-single-tank-series-american-red-ale/268031/"
"6","2","Four Peaks Single Tank Series: Saison","http://www.ratebeer.com/beer/four-peaks-single-tank-series-saison/261513/"
"9.5","18","Four Peaks Sirius Black","http://www.ratebeer.com/beer/four-peaks-sirius-black/266382/"
"5.2","0","Four Peaks Steam","http://www.ratebeer.com/beer/four-peaks-steam/23214/"
"4.5","2","Four Peaks Summer Session","http://www.ratebeer.com/beer/four-peaks-summer-session/180705/"
"5","0","Four Peaks Sun Up Poppin’ Pils","http://www.ratebeer.com/beer/four-peaks-sun-up-poppin-pils/128502/"
"5.2","104","Four Peaks Sunbru Kölsch","http://www.ratebeer.com/beer/four-peaks-sunbru-kolsch/27075/"
"5.4","2","Four Peaks T.Golden Pils","http://www.ratebeer.com/beer/four-peaks-tgolden-pils/73489/"
"4.9","5","Four Peaks The Little Saison That Could","http://www.ratebeer.com/beer/four-peaks-the-little-saison-that-could/104189/"
"4.5","2","Four Peaks Uncles Dunkle","http://www.ratebeer.com/beer/four-peaks-uncles-dunkle/22364/"
"5","3","Four Peaks Up ’N’ Runnin’","http://www.ratebeer.com/beer/four-peaks-up-n-runnin/183226/"
"5.2","3","Four Peaks Vanilla Stout","http://www.ratebeer.com/beer/four-peaks-vanilla-stout/199863/"
"5","0","Four Peaks Vier Spitzen Hefeweizen","http://www.ratebeer.com/beer/four-peaks-vier-spitzen-hefeweizen/1431/"
"7.5","3","Four Peaks Whiskey Wood Bourbon Barrel Stout","http://www.ratebeer.com/beer/four-peaks-whiskey-wood-bourbon-barrel-stout/43225/"
"8.4","5","Four Peaks Winter Wobbler 2002","http://www.ratebeer.com/beer/four-peaks-winter-wobbler-2002/19090/"
"8","2","Four Peaks Winter Wobbler 2004: English Olde Ale","http://www.ratebeer.com/beer/four-peaks-winter-wobbler-2004-english-olde-ale/96813/"
"8.2","2","Four Peaks Winter Wobbler 2005: German Bock","http://www.ratebeer.com/beer/four-peaks-winter-wobbler-2005-german-bock/96654/"
"8","3","Four Peaks Winter Wobbler 2006: Thee Double-Date Root Stout","http://www.ratebeer.com/beer/four-peaks-winter-wobbler-2006-thee-double-date-root-stout/67816/"
"8.5","15","Four Peaks Winter Wobbler 2007: Smoked Imperial Porter","http://www.ratebeer.com/beer/four-peaks-winter-wobbler-2007-smoked-imperial-porter/81349/"
"9.5","26","Four Peaks Winter Wobbler 2008: Sirius Black RIS (Bourbon Barrel)","http://www.ratebeer.com/beer/four-peaks-winter-wobbler-2008-sirius-black-ris-bourbon-barrel/102314/"
"9.5","0","Four Peaks Winter Wobbler 2008: Sirius Black Russian Imperial Stout","http://www.ratebeer.com/beer/four-peaks-winter-wobbler-2008-sirius-black-russian-imperial-stout/96280/"
"8.7","4","Four Peaks Winter Wobbler 2009: Scotch Ale","http://www.ratebeer.com/beer/four-peaks-winter-wobbler-2009-scotch-ale/115020/"
"7.7","14","Four Peaks Winter Wobbler 2010: Baltic Porter","http://www.ratebeer.com/beer/four-peaks-winter-wobbler-2010-baltic-porter/135592/"
"7.7","5","Four Peaks Winter Wobbler 2010: Baltic Porter (Wine Barrel + Cherries)","http://www.ratebeer.com/beer/four-peaks-winter-wobbler-2010-baltic-porter-wine-barrel-cherries/201725/"
"9.1","11","Four Peaks Winter Wobbler 2011: Ryewine","http://www.ratebeer.com/beer/four-peaks-winter-wobbler-2011-ryewine/160531/"
"7","9","Four Peaks Winter Wobbler 2012: Black IPA","http://www.ratebeer.com/beer/four-peaks-winter-wobbler-2012-black-ipa/195622/"
"7","1","Four Peaks Winter Wobbler 2012: Black IPA (Barrel Aged)","http://www.ratebeer.com/beer/four-peaks-winter-wobbler-2012-black-ipa-barrel-aged/228712/"
"5","11","Sun Up Patriot Pilsener","http://www.ratebeer.com/beer/sun-up-patriot-pilsener/90142/"
"4.5","0","Freak’N American Wit","http://www.ratebeer.com/beer/freakn-american-wit/270343/"
"","0","Freak’N Belgian Pale Ale","http://www.ratebeer.com/beer/freakn-belgian-pale-ale/270347/"
"4.5","1","Freak’N Brown Ale","http://www.ratebeer.com/beer/freakn-brown-ale/270346/"
"","0","Freak’N Brown Porter","http://www.ratebeer.com/beer/freakn-brown-porter/270348/"
"4.5","1","Freak’N Brown Ale - Mole","http://www.ratebeer.com/beer/freakn-brown-ale--mole/280883/"
"","0","Freak’N Pale Ale","http://www.ratebeer.com/beer/freakn-pale-ale/270345/"
"3","0","Freak’N Sessio’N Cream Ale","http://www.ratebeer.com/beer/freakn-session-cream-ale/270344/"
"5.4","1","Freak’N Stars & Stripes IPA - Chipotle & Habanero","http://www.ratebeer.com/beer/freakn-stars-stripes-ipa--chipotle-habanero/280893/"
"9.2","3","Gentle Bens Brandy Barrel Bourbon Strong Ale","http://www.ratebeer.com/beer/gentle-bens-brandy-barrel-bourbon-strong-ale/82234/"
"7","18","Gentle Bens Chelsea India Pale Ale","http://www.ratebeer.com/beer/gentle-bens-chelsea-india-pale-ale/2462/"
"8","0","Gentle Bens Olde English","http://www.ratebeer.com/beer/gentle-bens-olde-english/46537/"
"","0","Gentle Bens Ben’s IPA","http://www.ratebeer.com/beer/gentle-bens-bens-ipa/139408/"
"5.3","14","Gentle Bens Beer Down Nut Brown","http://www.ratebeer.com/beer/gentle-bens-beer-down-nut-brown/2457/"
"","0","Gentle Bens ESB","http://www.ratebeer.com/beer/gentle-bens-esb/148159/"
"6.1","32","Gentle Bens Copperhead Pale Ale","http://www.ratebeer.com/beer/gentle-bens-copperhead-pale-ale/2458/"
"5.8","19","Gentle Bens Hefeweizen","http://www.ratebeer.com/beer/gentle-bens-hefeweizen/17051/"
"6.8","24","Gentle Bens MacBlanes Oatmeal Stout","http://www.ratebeer.com/beer/gentle-bens-macblanes-oatmeal-stout/2464/"
"7","30","Gentle Bens Mocha Java Stout","http://www.ratebeer.com/beer/gentle-bens-mocha-java-stout/21139/"
"9.2","26","Gentle Bens NCAA Ale (NCAAle)","http://www.ratebeer.com/beer/gentle-bens-ncaa-ale-ncaale/23831/"
"9.2","2","Gentle Bens NCAA Ale (NCAAle) - Barrel Aged","http://www.ratebeer.com/beer/gentle-bens-ncaa-ale-ncaale--barrel-aged/252161/"
"5.6","36","Gentle Bens Nolan Porter","http://www.ratebeer.com/beer/gentle-bens-nolan-porter/2461/"
"5.6","29","Gentle Bens Red Cat Amber","http://www.ratebeer.com/beer/gentle-bens-red-cat-amber/2456/"
"4.53","25","Gentle Bens Taylor Janes Raspberry Ale","http://www.ratebeer.com/beer/gentle-bens-taylor-janes-raspberry-ale/2459/"
"4.53","34","Gentle Bens Tucson Blonde","http://www.ratebeer.com/beer/gentle-bens-tucson-blonde/2463/"
"5","68","Grand Canyon American Pilsner","http://www.ratebeer.com/beer/grand-canyon-american-pilsner/88373/"
"7.2","84","Grand Canyon Black Iron India Pale Ale","http://www.ratebeer.com/beer/grand-canyon-black-iron-india-pale-ale/127296/"
"","3","Grand Canyon Bock","http://www.ratebeer.com/beer/grand-canyon-bock/88374/"
"","1","Grand Canyon ESB","http://www.ratebeer.com/beer/grand-canyon-esb/100922/"
"5.2","25","Grand Canyon Coffee Bean Stout","http://www.ratebeer.com/beer/grand-canyon-coffee-bean-stout/197085/"
"","1","Grand Canyon Helles","http://www.ratebeer.com/beer/grand-canyon-helles/95296/"
"7","26","Grand Canyon Hop Bomber India Pale Ale","http://www.ratebeer.com/beer/grand-canyon-hop-bomber-india-pale-ale/199891/"
"","12","Grand Canyon Oatmeal Stout","http://www.ratebeer.com/beer/grand-canyon-oatmeal-stout/87639/"
"5.5","55","Grand Canyon Horseshoe Bend Pale Ale","http://www.ratebeer.com/beer/grand-canyon-horseshoe-bend-pale-ale/87635/"
"","0","Grand Canyon Octoberfest Lager","http://www.ratebeer.com/beer/grand-canyon-octoberfest-lager/87640/"
"6.1","0","Grand Canyon Mr. E","http://www.ratebeer.com/beer/grand-canyon-mr-e/310024/"
"5.5","24","Grand Canyon Pumpkin Springs Porter","http://www.ratebeer.com/beer/grand-canyon-pumpkin-springs-porter/133778/"
"4.8","14","Grand Canyon Raspberry Wheat","http://www.ratebeer.com/beer/grand-canyon-raspberry-wheat/87638/"
"5.2","13","Grand Canyon Sacred Saguaro Vienna Lager","http://www.ratebeer.com/beer/grand-canyon-sacred-saguaro-vienna-lager/224628/"
"6.8","16","Grand Canyon Shaggy Bock","http://www.ratebeer.com/beer/grand-canyon-shaggy-bock/197082/"
"","4","Grand Canyon Williams Wheat","http://www.ratebeer.com/beer/grand-canyon-williams-wheat/87636/"
"5.2","11","Grand Canyon Starry Night Stout","http://www.ratebeer.com/beer/grand-canyon-starry-night-stout/220733/"
"","1","Grand Canyon Winter Lager","http://www.ratebeer.com/beer/grand-canyon-winter-lager/120147/"
"5","83","Grand Canyon Sunset Amber Ale","http://www.ratebeer.com/beer/grand-canyon-sunset-amber-ale/87637/"
"5.2","0","Grand Canyon Viennese Lager","http://www.ratebeer.com/beer/grand-canyon-viennese-lager/150099/"
"4.9","26","Grand Canyon White Water Wheat","http://www.ratebeer.com/beer/grand-canyon-white-water-wheat/164325/"
"5.6","12","Grand Canyon Winter Bourbon Barrel Bomber","http://www.ratebeer.com/beer/grand-canyon-winter-bourbon-barrel-bomber/234530/"
"5.4","0","Brewers Amber","http://www.ratebeer.com/beer/brewers-amber/263507/"
"5.2","1","Brewers American Stout","http://www.ratebeer.com/beer/brewers-american-stout/263510/"
"6.5","0","Brewers IPA","http://www.ratebeer.com/beer/brewers-ipa/263509/"
"5","0","O.H.S.O. Amber","http://www.ratebeer.com/beer/ohso-amber/172608/"
"4.8","0","O.H.S.O. Raspberry Wheat","http://www.ratebeer.com/beer/ohso-raspberry-wheat/172609/"
"","1","Granite Mountain 1888 Rodeo Ale","http://www.ratebeer.com/beer/granite-mountain-1888-rodeo-ale/277899/"
"7.2","2","Granite Mountain Abeja Prieta Honey-Vanilla Porter","http://www.ratebeer.com/beer/granite-mountain-abeja-prieta-honey-vanilla-porter/216563/"
"7","1","Granite Mountain American IPA","http://www.ratebeer.com/beer/granite-mountain-american-ipa/202791/"
"","1","Granite Mountain Blair Pass IPA","http://www.ratebeer.com/beer/granite-mountain-blair-pass-ipa/277898/"
"6.1","0","Granite Mountain American Red Ale","http://www.ratebeer.com/beer/granite-mountain-american-red-ale/202788/"
"4.7","3","Granite Mountain Bradshaw Blonde Ale","http://www.ratebeer.com/beer/granite-mountain-bradshaw-blonde-ale/202776/"
"5.8","2","Granite Mountain Hotshot Red Ale","http://www.ratebeer.com/beer/granite-mountain-hotshot-red-ale/227583/"
"6.7","1","Granite Mountain Juniper Mesa Rye-PA","http://www.ratebeer.com/beer/granite-mountain-juniper-mesa-rye-pa/227581/"
"5.6","5","Granite Mountain Muddy Wash Milk Stout","http://www.ratebeer.com/beer/granite-mountain-muddy-wash-milk-stout/202763/"
"6","1","Granite Mountain Oatmeal Chocolate Stout","http://www.ratebeer.com/beer/granite-mountain-oatmeal-chocolate-stout/202784/"
"5.8","1","Granite Mountain Pulaski Porter","http://www.ratebeer.com/beer/granite-mountain-pulaski-porter/227585/"
"5.3","1","Granite Mountain Rings of Saturn American Pale Ale","http://www.ratebeer.com/beer/granite-mountain-rings-of-saturn-american-pale-ale/243622/"
"5.6","4","Granite Mountain Thumb Butte American Brown Ale","http://www.ratebeer.com/beer/granite-mountain-thumb-butte-american-brown-ale/202777/"
